,ID,eventSec,matchPeriod,subEventName,startingX,startingY,finishingX,finishingY,playerFirstName,role_x,playerName,recipientFirstName,role_y,recipientName,clubName,countryName,dateutc,groupName,label,Tag_1_Description,Tag_2_Description,Tag_3_Description,Tag_4_Description,Tag_5_Description,Tag_6_Description
26535,56315.0,2300.647417,2H,Smart pass,74.0,17.0,89.0,34.0,Miguel Arturo,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Lay\u00fan,,,,Villarreal Club de F\u00fatbol,Mexico,2018-06-27 14:00:00,Group F,"Mexico - Sweden, 0 - 3",Accurate,,,,,
60450,56358.0,2534.308354,2H,Smart pass,64.0,27.0,68.0,33.0,Miguel Arturo,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Lay\u00fan,,,,Villarreal Club de F\u00fatbol,Mexico,2018-06-27 14:00:00,Group F,"Mexico - Sweden, 0 - 3",Not accurate,,,,,
88916,56460.0,35.482437000000004,1H,Smart pass,71.0,63.0,92.0,25.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Yannick,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Carrasco,Manchester City FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Through,Accurate,,,,
99596,56461.0,38.31158800000003,1H,Cross,92.0,25.0,92.0,45.0,Yannick,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Carrasco,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Key pass,Left foot,Accurate,,,
99658,56558.0,377.92640800000004,1H,Simple pass,82.0,46.0,85.0,66.0,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Chelsea FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Key pass,Counter attack,Accurate,,,
88917,56567.0,408.229248,1H,Smart pass,82.0,69.0,93.0,73.0,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Chelsea FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Through,Accurate,,,,
40483,56692.0,837.461067,1H,Smart pass,29.0,84.0,59.0,87.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,SSC Napoli,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Accurate,,,,,
94717,56770.0,1088.354385,1H,Corner,100.0,100.0,89.0,70.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Manchester City FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Key pass,Opportunity,Accurate,,,
88547,56858.0,1408.737732,1H,Smart pass,68.0,83.0,94.0,88.0,Armando Enrique,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Cooper,Edgar Yoel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. B\u00e1rcenas,,Panama,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Counter attack,Accurate,,,,
40534,56991.0,2030.2454229999998,1H,Smart pass,86.0,15.0,98.0,29.0,Armando Enrique,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Cooper,Jos\u00e9 Luis,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Rodriguez,,Panama,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Accurate,,,,,
74285,57018.0,2137.718005,1H,Smart pass,86.0,29.0,89.0,31.0,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,,,,Chelsea FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Through,Not accurate,,,,
88918,57067.0,2346.4074,1H,Smart pass,71.0,48.0,88.0,54.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,SSC Napoli,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Through,Accurate,,,,
95131,57074.0,2398.129566,1H,Free kick cross,93.0,8.0,83.0,65.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Manchester City FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Key pass,High,Accurate,,,
99568,57336.0,535.5843199999999,2H,High pass,68.0,38.0,91.0,63.0,Edgar Yoel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. B\u00e1rcenas,Michael Amir,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Murillo,,Panama,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Key pass,Through,Accurate,,,
89538,57374.0,757.9355910000004,2H,Simple pass,69.0,46.0,80.0,39.0,Armando Enrique,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Cooper,Edgar Yoel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. B\u00e1rcenas,,Panama,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Key pass,Accurate,,,,
74280,57419.0,935.5039139999999,2H,Smart pass,67.0,88.0,87.0,97.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,,,,Manchester City FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Through,Not accurate,,,,
62115,57468.0,1132.8657320000002,2H,Smart pass,60.0,94.0,68.0,94.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,,,,Manchester City FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Not accurate,,,,,
101690,57549.0,1390.2949129999997,2H,Cross,87.0,29.0,93.0,54.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Manchester City FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Assist,Right foot,High,Accurate,,
74284,57571.0,1529.0201429999997,2H,Smart pass,44.0,15.0,99.0,25.0,Jan,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Vertonghen,Yannick,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Carrasco,Tottenham Hotspur FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Through,Not accurate,,,,
99666,57633.0,1778.4018770000002,2H,Simple pass,68.0,49.0,88.0,37.0,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Chelsea FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Assist,Counter attack,Accurate,,,
74281,57720.0,2118.765322,2H,Smart pass,79.0,66.0,88.0,68.0,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Manchester United FC,Belgium,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Through,Not accurate,,,,
74292,57775.0,2405.102444,2H,Smart pass,71.0,46.0,81.0,54.0,Luis Carlos,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Tejada,,,,,Panama,2018-06-18 15:00:00,Group G,"Belgium - Panama, 3 - 0",Through,Not accurate,,,,
89471,57945.0,127.031316,1H,Simple pass,94.0,61.0,92.0,48.0,Bamidele,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Alli,Jesse,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Lingard,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,Accurate,,,,
95081,57948.0,164.33986800000002,1H,Corner,100.0,100.0,90.0,50.0,Kieran,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Trippier,,,,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,High,Accurate,,,
73927,57963.0,228.709071,1H,Smart pass,74.0,49.0,92.0,32.0,Bamidele,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Alli,Jesse,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Lingard,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Through,Not accurate,,,,
73922,57993.0,419.31580799999995,1H,Smart pass,48.0,87.0,87.0,100.0,Dylan,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Bronn,,,,,Tunisia,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Through,Not accurate,,,,
95080,58044.0,629.441382,1H,Corner,100.0,0.0,90.0,61.0,Ashley ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Young,John,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Stones,Manchester United FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,High,Accurate,,,
10839,58100.0,1035.783864,1H,Smart pass,68.0,65.0,96.0,76.0,Kyle,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Walker,Kieran,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Trippier,Manchester City FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Accurate,,,,,
101633,58208.0,1408.604903,1H,Cross,82.0,15.0,98.0,63.0,Ashley ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Young,Jesse,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Lingard,Manchester United FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,Right foot,High,Accurate,,
101588,58268.0,1618.714819,1H,Cross,70.0,3.0,87.0,47.0,Ali,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Ma\u00e2loul,Fakhreddine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Ben Youssef,,,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,Left foot,High,Accurate,,
95083,58296.0,1805.4178769999999,1H,Free kick cross,72.0,33.0,89.0,73.0,Kieran,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Trippier,Harry ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Maguire,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,High,Accurate,,,
99497,58466.0,2544.41094,1H,Air duel,91.0,66.0,89.0,51.0,Harry ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Maguire,,,,Leicester City FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,Won,Accurate,,,
99538,58484.0,2630.01504,1H,High pass,64.0,97.0,91.0,71.0,Kieran,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Trippier,Jesse,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Lingard,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,Through,Accurate,,,
58133,58506.0,2740.883755,1H,Smart pass,52.0,78.0,77.0,88.0,Na\u00efm,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Sliti,,,,Dijon FCO,Tunisia,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Not accurate,,,,,
95082,58670.0,352.1027220000001,2H,Corner,100.0,100.0,88.0,44.0,Kieran,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Trippier,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Key pass,High,Accurate,,,
73926,58730.0,530.1697730000001,2H,Smart pass,79.0,36.0,78.0,37.0,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,,,,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Through,Not accurate,,,,
88775,58796.0,695.6030679999999,2H,Smart pass,71.0,92.0,95.0,80.0,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Jordan Brian,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Henderson,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Through,Accurate,,,,
88773,59009.0,1458.5137530000002,2H,Smart pass,70.0,36.0,73.0,36.0,Marcus,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Rashford,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Manchester United FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Through,Accurate,,,,
88770,59042.0,1561.1758980000004,2H,Smart pass,40.0,79.0,89.0,68.0,Dylan,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Bronn,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,Tunisia,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Through,Accurate,,,,
58148,59093.0,1750.7544470000003,2H,Smart pass,58.0,70.0,78.0,70.0,Kyle,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Walker,,,,Manchester City FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Not accurate,,,,,
88774,59153.0,1924.1772650000003,2H,Smart pass,72.0,46.0,77.0,45.0,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Bamidele,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Alli,Tottenham Hotspur FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Through,Accurate,,,,
99509,59316.0,2731.151436,2H,Air duel,89.0,47.0,97.0,43.0,Harry ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Maguire,,,,Leicester City FC,England,2018-06-18 18:00:00,Group G,"Tunisia - England, 1 - 2",Assist,Won,Accurate,,,
99540,59382.0,118.28185699999995,1H,Smart pass,21.0,86.0,87.0,65.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Paris Saint-Germain FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Key pass,Through,Accurate,,,
58197,59448.0,417.87964999999997,1H,Smart pass,64.0,94.0,80.0,95.0,Dylan,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Bronn,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Not accurate,,,,,
73930,59456.0,471.980455,1H,Smart pass,37.0,76.0,63.0,71.0,Dylan,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Bronn,,,,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
73934,59458.0,476.073345,1H,Smart pass,71.0,73.0,97.0,60.0,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,,,AS Saint-\u00c9tienne,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
101693,59531.0,722.6477809999999,1H,Cross,89.0,88.0,87.0,59.0,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,Manchester United FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Key pass,Counter attack,Right foot,Accurate,,
99661,59588.0,918.853439,1H,Simple pass,68.0,56.0,86.0,36.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,SSC Napoli,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Assist,Counter attack,Accurate,,,
95151,59596.0,1027.391997,1H,Free kick cross,77.0,23.0,90.0,45.0,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,Dylan,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Bronn,AS Saint-\u00c9tienne,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Assist,High,Accurate,,,
101634,59616.0,1127.747841,1H,Cross,90.0,88.0,88.0,33.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,Yannick,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Carrasco,Paris Saint-Germain FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Key pass,Right foot,High,Accurate,,
58276,59659.0,1237.301218,1H,Smart pass,79.0,7.0,75.0,10.0,Yannick,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Carrasco,,,,,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Not accurate,,,,,
73935,59860.0,2034.965522,1H,Smart pass,76.0,78.0,100.0,47.0,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,,,AS Saint-\u00c9tienne,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
88779,59871.0,2077.037793,1H,Smart pass,45.0,73.0,63.0,72.0,Toby,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Alderweireld,Axel ,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Witsel,Tottenham Hotspur FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Accurate,,,,
88018,59876.0,2085.179797,1H,Smart pass,45.0,55.0,73.0,84.0,Sa\u00eef-Eddine,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Khaoui,Hamdi ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Nagguez,Olympique de Marseille,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Counter attack,Accurate,,,,
73942,59920.0,2283.023282,1H,Smart pass,77.0,30.0,88.0,36.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,,,,Manchester City FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
73945,59993.0,2628.557033,1H,Smart pass,76.0,23.0,78.0,34.0,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,,,,Manchester United FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
73947,59998.0,2640.80627,1H,Smart pass,73.0,54.0,94.0,22.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,,,,SSC Napoli,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
73932,60055.0,2808.887098,1H,Smart pass,61.0,53.0,79.0,26.0,Ferjani,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Sassi,,,,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
73944,60073.0,2865.749256,1H,Smart pass,48.0,67.0,67.0,73.0,Axel ,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Witsel,,,,BV Borussia 09 Dortmund,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
99575,60078.0,2877.669024,1H,Smart pass,74.0,56.0,93.0,62.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,Romelu,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Lukaku,Paris Saint-Germain FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Assist,Through,Accurate,,,
99539,60098.0,49.90140599999995,2H,High pass,64.0,36.0,91.0,45.0,Ferjani,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Sassi,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Key pass,Through,Accurate,,,
99613,60104.0,112.90258099999983,2H,Cross,92.0,91.0,93.0,63.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Toby,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Alderweireld,Manchester City FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Key pass,Right foot,Accurate,,,
73936,60136.0,199.49655200000007,2H,Smart pass,71.0,28.0,100.0,46.0,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,,,AS Saint-\u00c9tienne,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
73939,60142.0,227.03696600000012,2H,Smart pass,61.0,72.0,78.0,48.0,Anice,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Badri,,,,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
99576,60182.0,331.8592910000002,2H,High pass,38.0,78.0,87.0,48.0,Toby,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Alderweireld,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,Tottenham Hotspur FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Assist,Through,Accurate,,,
11838,60263.0,675.647997,2H,Smart pass,58.0,95.0,72.0,70.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Eden,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Hazard,SSC Napoli,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Accurate,,,,,
73933,60289.0,769.9767549999997,2H,Smart pass,64.0,82.0,94.0,70.0,Fakhreddine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Ben Youssef,Hamdi ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Nagguez,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
88777,60323.0,931.8502129999997,2H,Smart pass,72.0,96.0,87.0,61.0,Fakhreddine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Ben Youssef,Anice,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Badri,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Accurate,,,,
11206,60338.0,982.6794460000001,2H,Smart pass,29.0,67.0,92.0,92.0,Sa\u00eef-Eddine,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Khaoui,Na\u00efm,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Sliti,Olympique de Marseille,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Accurate,,,,,
58225,60339.0,991.7571040000003,2H,Smart pass,92.0,92.0,91.0,78.0,Na\u00efm,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Sliti,,,,Dijon FCO,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Not accurate,,,,,
58226,60418.0,1230.1884470000005,2H,Smart pass,94.0,76.0,62.0,100.0,Na\u00efm,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Sliti,,,,Dijon FCO,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Not accurate,,,,,
73946,60456.0,1372.9336899999998,2H,Smart pass,75.0,35.0,88.0,42.0,Yannick,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Carrasco,,,,,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
73948,60496.0,1527.1205630000004,2H,Smart pass,65.0,74.0,70.0,79.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,,,,SSC Napoli,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
58236,60532.0,1699.069246,2H,Smart pass,69.0,78.0,71.0,52.0,Thomas,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Meunier,,,,Paris Saint-Germain FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Not accurate,,,,,
73943,60550.0,1759.1685319999997,2H,Smart pass,55.0,35.0,76.0,34.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,,,,Manchester City FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Not accurate,,,,
99541,60576.0,1819.7496069999997,2H,Smart pass,72.0,63.0,91.0,44.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Michy,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Batshuayi,SSC Napoli,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Key pass,Through,Accurate,,,
88780,60640.0,2091.673587,2H,Smart pass,70.0,59.0,80.0,45.0,Dries,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",D. Mertens,Michy,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Batshuayi,SSC Napoli,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Through,Accurate,,,,
