,ID,eventSec,matchPeriod,subEventName,startingX,startingY,finishingX,finishingY,playerFirstName,role_x,playerName,recipientFirstName,role_y,recipientName,clubName,countryName,dateutc,groupName,label,Tag_1_Description,Tag_2_Description,Tag_3_Description,Tag_4_Description,Tag_5_Description,Tag_6_Description
101457,8460.0,1427.527305,1H,Smart pass,45.0,46.0,67.0,46.0,Mahmoud Ibrahim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Tr\u00e9z\u00e9guet,Mohamed ,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Mohamed Salah,,Egypt,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,Counter attack,Through,Accurate,,
89454,8547.0,1782.250395,1H,Simple pass,84.0,5.0,79.0,29.0,Salem Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salem Al Dawsari,Yasir Gharsan,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Yasir Al Shahrani,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,Accurate,,,,
89455,8597.0,1973.4569860000001,1H,Smart pass,76.0,42.0,87.0,40.0,Mohamed ,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Mohamed Salah,Mahmoud Ibrahim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Tr\u00e9z\u00e9guet,Liverpool FC,Egypt,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,Accurate,,,,
88726,8650.0,2193.023235,1H,Smart pass,72.0,48.0,93.0,33.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,,,,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Through,Accurate,,,,
89453,8653.0,2197.887857,1H,Simple pass,92.0,35.0,87.0,49.0,Salem Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salem Al Dawsari,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,Accurate,,,,
73798,8670.0,2278.506489,1H,Smart pass,73.0,7.0,95.0,31.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,,,,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Through,Not accurate,,,,
56737,8709.0,2627.573988,1H,Smart pass,67.0,95.0,89.0,82.0,Abdallah Mahmoud El Said,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Abdallah Said,,,,,Egypt,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Not accurate,,,,,
88727,8748.0,2783.727029,1H,Smart pass,77.0,26.0,89.0,27.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,,,,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Through,Accurate,,,,
73799,8807.0,135.13864999999987,2H,Smart pass,85.0,75.0,98.0,54.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,,,,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Through,Not accurate,,,,
73804,8880.0,367.24150199999985,2H,Smart pass,87.0,67.0,93.0,54.0,Fahad Mosaed,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Fahad Al Muwallad,,,,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Through,Not accurate,,,,
101584,8961.0,675.8661570000004,2H,Cross,78.0,93.0,88.0,43.0,Ahmed Fathy Abdel Meneim,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Ahmed Fathy,Mahmoud Ibrahim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Tr\u00e9z\u00e9guet,,Egypt,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,Left foot,High,Accurate,,
73800,9061.0,959.5881689999997,2H,Smart pass,87.0,43.0,100.0,12.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,,,,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Through,Not accurate,,,,
73801,9122.0,1251.863131,2H,Smart pass,72.0,67.0,88.0,68.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,,,,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Through,Not accurate,,,,
1491,9148.0,1342.6471119999997,2H,Smart pass,65.0,38.0,80.0,46.0,Tarek,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Tarek Hamed,Mohamed ,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Mohamed Salah,,Egypt,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Accurate,,,,,
99533,9174.0,1414.1383539999997,2H,High pass,68.0,40.0,88.0,61.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,Hussain,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Hussain Al Mogahwi,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,Through,Accurate,,,
95056,9177.0,1447.8077979999998,2H,Corner,100.0,1.0,91.0,61.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,Muhannad,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Muhannad Asiri,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,High,Accurate,,,
99531,9342.0,2156.955766,2H,High pass,72.0,70.0,93.0,35.0,Salman Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salman Al Faraj,Salem Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salem Al Dawsari,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,Through,Accurate,,,
99532,9433.0,2497.4441479999996,2H,High pass,68.0,33.0,89.0,53.0,Yasir Gharsan,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Yasir Al Shahrani,Hussain,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Hussain Al Mogahwi,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Key pass,Through,Accurate,,,
89558,9585.0,2946.312083,2H,Simple pass,90.0,61.0,95.0,66.0,Abdullah Ibrahim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Abdullah Otayf,Salem Mohammed,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salem Al Dawsari,,Saudi Arabia,2018-06-25 14:00:00,Group A,"Saudi Arabia - Egypt, 2 - 1",Assist,Accurate,,,,
28254,9621.0,80.63218699999999,1H,Smart pass,64.0,10.0,84.0,17.0,Rapha\u00ebl Adelino Jos\u00e9,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Rapha\u00ebl Guerreiro,Bruno Miguel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Bruno Fernandes,BV Borussia 09 Dortmund,Portugal,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Accurate,,,,,
74161,9623.0,84.63310100000001,1H,Smart pass,85.0,38.0,84.0,43.0,Gon\u00e7alo Manuel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Gon\u00e7alo Guedes,,,,Paris Saint-Germain FC,Portugal,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Through,Not accurate,,,,
89515,9729.0,549.1007,1H,Simple pass,89.0,55.0,88.0,51.0,Diego,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Diego Costa,David Josu\u00e9,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",David Silva,Club Atl\u00e9tico de Madrid,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Key pass,Accurate,,,,
74165,9747.0,614.018909,1H,Smart pass,49.0,44.0,88.0,66.0,Sergio,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Sergio Busquets,,,,FC Barcelona,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Through,Not accurate,,,,
28791,9789.0,726.427905,1H,Smart pass,58.0,24.0,79.0,18.0,Francisco Rom\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Isco,,,,Real Madrid Club de F\u00fatbol,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Accurate,,,,,
74162,9947.0,1150.468272,1H,Smart pass,70.0,32.0,100.0,13.0,Jorge,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Koke,,,,Club Atl\u00e9tico de Madrid,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Through,Not accurate,,,,
88867,9995.0,1281.093191,1H,Smart pass,66.0,80.0,87.0,32.0,Bruno Miguel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Bruno Fernandes,Cristiano Ronaldo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Cristiano Ronaldo,,Portugal,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Through,Accurate,,,,
89514,9996.0,1283.12951,1H,Simple pass,87.0,32.0,87.0,42.0,Cristiano Ronaldo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Cristiano Ronaldo,Gon\u00e7alo Manuel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Gon\u00e7alo Guedes,Juventus FC,Portugal,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Key pass,Accurate,,,,
99592,10214.0,2058.720423,1H,Cross,93.0,9.0,88.0,33.0,Jordi,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Jordi Alba,Andr\u00e9s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Iniesta,FC Barcelona,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Key pass,Left foot,Accurate,,,
95112,10283.0,2306.838375,1H,Corner,100.0,0.0,91.0,38.0,David Josu\u00e9,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",David Silva,Sergio,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Sergio Ramos,Manchester City FC,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Key pass,High,Accurate,,,
60683,10565.0,389.5944679999998,2H,Smart pass,68.0,66.0,76.0,80.0,David Josu\u00e9,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",David Silva,,,,Manchester City FC,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Not accurate,,,,,
60670,10594.0,469.58577400000013,2H,Smart pass,76.0,88.0,80.0,81.0,Francisco Rom\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Isco,,,,Real Madrid Club de F\u00fatbol,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Not accurate,,,,,
99511,10607.0,542.263504,2H,Air duel,94.0,63.0,97.0,56.0,Sergio,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Sergio Busquets,Diego,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Diego Costa,FC Barcelona,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Assist,Won,Accurate,,,
99591,10871.0,1508.204342,2H,Cross,97.0,28.0,93.0,48.0,Jordi,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Jordi Alba,Diego,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Diego Costa,FC Barcelona,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Key pass,Left foot,Accurate,,,
74166,11176.0,2393.0654510000004,2H,Smart pass,72.0,30.0,100.0,86.0,Iago,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Iago Aspas,,,,Real Club Celta de Vigo,Spain,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Through,Not accurate,,,,
101650,11234.0,2800.967114,2H,Cross,75.0,14.0,90.0,56.0,Jo\u00e3o M\u00e1rio,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Jo\u00e3o M\u00e1rio,Cristiano Ronaldo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Cristiano Ronaldo,FC Internazionale Milano,Portugal,2018-06-15 18:00:00,Group B,"Portugal - Spain, 3 - 3",Key pass,Right foot,High,Accurate,,
89456,11305.0,166.41451300000006,1H,Corner,100.0,0.0,84.0,50.0,Youn\u00e8s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Belhanda,Hakim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,,Morocco,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Key pass,Accurate,,,,
101622,11331.0,237.46227499999998,1H,Cross,94.0,87.0,93.0,65.0,Nordin,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",N. Amrabat,Youn\u00e8s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Belhanda,,Morocco,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Key pass,Right foot,High,Accurate,,
99520,11571.0,1189.945856,1H,Smart pass,67.0,73.0,91.0,35.0,Sardar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Azmoun,Karim,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Ansarifard,,Iran,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Counter attack,Through,Accurate,,,
56960,11852.0,2372.843668,1H,Smart pass,58.0,97.0,92.0,71.0,Alireza,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Jahanbakhsh,,,,Brighton & Hove Albion FC,Iran,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Not accurate,,,,,
73829,11861.0,2418.850917,1H,Smart pass,84.0,56.0,83.0,52.0,Alireza,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Jahanbakhsh,,,,Brighton & Hove Albion FC,Iran,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Through,Not accurate,,,,
101458,11897.0,2535.595199,1H,Smart pass,60.0,67.0,67.0,73.0,Vahid,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",V. Amiri,Sardar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Azmoun,,Iran,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Key pass,Counter attack,Through,Accurate,,
101623,12038.0,207.48701200000005,2H,Cross,89.0,87.0,92.0,32.0,Nordin,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",N. Amrabat,Amine,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Harit,,Morocco,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Key pass,Right foot,High,Accurate,,
73826,12072.0,319.2019300000002,2H,Smart pass,76.0,29.0,87.0,37.0,Sardar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Azmoun,,,,,Iran,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Through,Not accurate,,,,
73822,12318.0,1399.0409909999998,2H,Smart pass,74.0,29.0,88.0,50.0,Amine,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Harit,,,,FC Schalke 04,Morocco,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Through,Not accurate,,,,
2646,12412.0,2051.613521,2H,Smart pass,73.0,11.0,89.0,31.0,Achraf,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Hakimi,Youn\u00e8s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Belhanda,BV Borussia 09 Dortmund,Morocco,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Accurate,,,,,
89457,12415.0,2056.548428,2H,Head pass,86.0,34.0,79.0,40.0,Youn\u00e8s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Belhanda,Hakim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,,Morocco,2018-06-15 15:00:00,Group B,"Morocco - Iran, 0 - 1",Key pass,Accurate,,,,
101586,12629.0,65.13601800000004,1H,Cross,87.0,2.0,89.0,41.0,Mbark,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Boussoufa,Khalid,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Bouta\u00efb,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,Left foot,High,Accurate,,
101684,12669.0,237.29176500000005,1H,Cross,94.0,92.0,95.0,55.0,Jo\u00e3o Filipe,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Jo\u00e3o Moutinho,,,,,Portugal,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Assist,Right foot,High,Accurate,,
94546,12718.0,469.1818229999999,1H,Smart pass,38.0,17.0,67.0,17.0,Karim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. El Ahmadi,,,,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Counter attack,Through,Not accurate,,,
101624,12759.0,580.4710379999999,1H,Cross,86.0,91.0,91.0,60.0,Nabil,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Dirar,Mbark,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Boussoufa,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,Right foot,High,Accurate,,
95061,12771.0,659.164595,1H,Corner,100.0,100.0,92.0,45.0,Hakim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,Medhi Amine,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Benatia,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,High,Accurate,,,
57034,13264.0,2271.392821,1H,Smart pass,93.0,4.0,89.0,34.0,Hakim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,,,,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Not accurate,,,,,
99534,13283.0,2332.531236,1H,Smart pass,72.0,39.0,87.0,41.0,Cristiano Ronaldo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Cristiano Ronaldo,Gon\u00e7alo Manuel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Gon\u00e7alo Guedes,Juventus FC,Portugal,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,Through,Accurate,,,
88735,13354.0,2602.456917,1H,Smart pass,84.0,94.0,98.0,71.0,Nordin,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",N. Amrabat,Youn\u00e8s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Belhanda,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Through,Accurate,,,,
95063,13390.0,2794.886029,1H,Free kick cross,97.0,89.0,92.0,55.0,Hakim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,Youn\u00e8s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Belhanda,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,High,Accurate,,,
57014,13400.0,2833.587755,1H,Smart pass,38.0,9.0,71.0,16.0,Achraf,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Hakimi,,,,BV Borussia 09 Dortmund,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Not accurate,,,,,
101625,13453.0,129.913415,2H,Cross,88.0,17.0,92.0,50.0,Rapha\u00ebl Adelino Jos\u00e9,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Rapha\u00ebl Guerreiro,,,,BV Borussia 09 Dortmund,Portugal,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,Right foot,High,Accurate,,
3445,13528.0,320.11115900000004,2H,Smart pass,74.0,28.0,94.0,34.0,Gon\u00e7alo Manuel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Gon\u00e7alo Guedes,Jo\u00e3o M\u00e1rio,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Jo\u00e3o M\u00e1rio,Paris Saint-Germain FC,Portugal,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Accurate,,,,,
89459,13530.0,325.07332099999985,2H,Simple pass,87.0,34.0,86.0,64.0,Gon\u00e7alo Manuel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Gon\u00e7alo Guedes,Cristiano Ronaldo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Cristiano Ronaldo,Paris Saint-Germain FC,Portugal,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,Accurate,,,,
89458,13622.0,588.1014889999997,2H,Simple pass,93.0,85.0,87.0,72.0,Nordin,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",N. Amrabat,Youn\u00e8s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Belhanda,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,Accurate,,,,
95060,13633.0,668.1444419999998,2H,Free kick cross,73.0,95.0,91.0,59.0,Hakim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,,,,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,High,Accurate,,,
73839,13655.0,763.3793569999998,2H,Smart pass,60.0,37.0,87.0,5.0,Gon\u00e7alo Manuel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Gon\u00e7alo Guedes,,,,Paris Saint-Germain FC,Portugal,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Through,Not accurate,,,,
73837,13840.0,1516.8165090000002,2H,Smart pass,76.0,25.0,82.0,56.0,Hakim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,,,,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Through,Not accurate,,,,
95062,14005.0,1975.286451,2H,Free kick cross,73.0,83.0,91.0,56.0,Hakim,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,Medhi Amine,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Benatia,,Morocco,2018-06-20 12:00:00,Group B,"Portugal - Morocco, 1 - 0",Key pass,High,Accurate,,,
45141,14340.0,203.348838,1H,Smart pass,80.0,14.0,94.0,6.0,Andr\u00e9s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Iniesta,Jordi,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Jordi Alba,,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Accurate,,,,,
88936,14360.0,281.117978,1H,Smart pass,61.0,65.0,74.0,59.0,Sardar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Azmoun,Mehdi,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Taremi,,Iran,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Through,Accurate,,,,
74356,14492.0,797.697026,1H,Smart pass,59.0,8.0,100.0,16.0,Francisco Rom\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Isco,,,,Real Madrid Club de F\u00fatbol,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Through,Not accurate,,,,
74358,14552.0,1019.551154,1H,Smart pass,75.0,77.0,89.0,64.0,Lucas,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Lucas V\u00e1zquez,,,,Real Madrid Club de F\u00fatbol,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Through,Not accurate,,,,
62798,14601.0,1139.368311,1H,Smart pass,77.0,85.0,88.0,74.0,David Josu\u00e9,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",David Silva,,,,Manchester City FC,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Not accurate,,,,,
62775,14612.0,1161.770199,1H,Smart pass,84.0,10.0,72.0,15.0,Lucas,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Lucas V\u00e1zquez,,,,Real Madrid Club de F\u00fatbol,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Not accurate,,,,,
62824,14733.0,1681.848324,1H,Smart pass,59.0,89.0,91.0,90.0,Ramin,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",R. Rezaeian,,,,,Iran,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Not accurate,,,,,
45028,14755.0,1745.08747,1H,Smart pass,77.0,27.0,91.0,31.0,Francisco Rom\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Isco,Andr\u00e9s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Iniesta,Real Madrid Club de F\u00fatbol,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Accurate,,,,,
96260,14767.0,1766.885073,1H,Air duel,93.0,58.0,93.0,51.0,Sergio,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Sergio Ramos,David Josu\u00e9,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",David Silva,Real Madrid Club de F\u00fatbol,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Key pass,Neutral,Accurate,,,
99598,14920.0,2463.126654,1H,Cross,96.0,25.0,93.0,44.0,Francisco Rom\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Isco,,,,Real Madrid Club de F\u00fatbol,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Key pass,Left foot,Accurate,,,
99508,15112.0,219.4457440000001,2H,Air duel,92.0,37.0,94.0,48.0,Sergio,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Sergio Busquets,,,,FC Barcelona,Spain,2018-06-20 18:00:00,Group B,"Iran - Spain, 0 - 1",Key pass,Won,Accurate,,,
